m.05y1cg2,James Foss,1841-01-01,1940-12-08,"",Datum umrtia nemusi byt spravny.
m.06w7g15,Renan dos Santos,1989-05-18,2089-04-23,"",Datum umrtia nemusi byt spravny.
m.07l51j6,Stéphane Aubier,1964-10-08,2064-09-13,"",Datum umrtia nemusi byt spravny.
m.010gddpz,Michelle Nickleson,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.010h15s2,Jeff Greenfield,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.010wv_wd,Messrs Gunn,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.010x58m1,Joe Lennon,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.0113qf_3,Jeremiah Oliver,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.011470b2,Bipul Bhattacharjee,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.0114ymy7,Bianca Rayen,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.0115s6tn,Marian Kiernicki,1864-09-18,1945-04-24,"",""
m.012nl94v,Diogo Hubner,1983-01-30,2083-01-05,"",Datum umrtia nemusi byt spravny.
m.01p5ym0,Dennis Taylor,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.025xfbm,Robert Copland-Crawford,1852-09-05,1894-01-01,"",""
m.02b8rj,"Charles Gordon-Lennox, 5th Duke of Richmond",1791-08-03,1860-10-21,"",""
m.02wb0_7,Charles Paget,1799-01-01,1873-08-01,"",""
m.030hj1,Leo Goldseed,1979-08-26,2079-08-01,"",Datum umrtia nemusi byt spravny.
m.03bryj0,Clint Chao,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.03cqlg4,Aung Lwin,1935-10-23,2035-09-28,"",Datum umrtia nemusi byt spravny.
m.03dsdc,Benjamin Franklin White,1800-09-20,1879-12-05,"",""
m.03wtr8n,Billy O Wiggins,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.040kmf,Gracy Singh,1980-07-20,2080-06-25,"",Datum umrtia nemusi byt spravny.
m.043tq9,Malcolm Macdonald,1950-01-07,2049-12-13,"",Datum umrtia nemusi byt spravny.
m.047jq9,Yuan Wencai,1898-01-01,1930-01-01,"",""
m.04mvt5q,Dick Chapman,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.04q0904,Marcin Nowacki,1981-02-12,2081-01-18,"",Datum umrtia nemusi byt spravny.
m.051kgg6,Tony Mullen,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.05b653r,Dann Glenn,1950-05-30,2050-05-05,"",Datum umrtia nemusi byt spravny.
m.063lmsh,Moses Aaron Dropsie,1821-01-01,1905-01-01,"",""
m.063znlj,"Francisco Fernández de la Cueva, 4th Duke of Alburquerque",1510-01-01,1563-01-01,"",""
m.068_1b,Wang Can,0177-01-01,0217-01-01,"",""
m.069cs1r,Sara Martins,1977-08-19,2077-07-25,"",Datum umrtia nemusi byt spravny.
g.11bc15l7kc,Paula Ninčić,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.0112r2bp,Michael Hathaway,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.0113s69x,Shashank,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.011c6s90,Edgar von Westphalen,1790-01-25,1890-01-01,Datum narodenia nemusi byt spravny.,""
m.011ctvq3,Kiran Kerkar,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.011f9_gr,Simon Schwaigert,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.011l1kx8,Sarah Williams,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.011ncr_s,Danijel Veličan,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.011nqcv_,Ruth Hsiao,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.011q0lxl,Abdulkadir Sheikh Abubakar,1994-12-25,2094-11-30,"",Datum umrtia nemusi byt spravny.
m.01r6mt,John Gould Fletcher,1886-01-03,1950-05-10,"",""
m.01wjf57,Rob Bolland,1955-04-17,2055-03-23,"",Datum umrtia nemusi byt spravny.
m.026gg_8,Henriette Mertz,1898-01-01,1982-01-01,"",""
m.027sc94,Nathaniel,1940-06-12,2040-05-18,"",Datum umrtia nemusi byt spravny.
m.02cvbp,John Buchanan,1931-04-22,2031-03-28,"",Datum umrtia nemusi byt spravny.
m.02pljll,Ruth Vincent,1877-03-22,1955-07-04,"",""
m.02vkztn,Thomas Hourston,1854-02-12,1905-04-11,"",""
m.03lg0b,Pedro Ludovico,1891-01-01,1979-01-01,"",""
m.03mgx2,William Gibson,1914-11-13,2008-11-25,"",""
m.03vrbks,Melencio Cojuangco,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.0404ywy,Mike Schaufler,1959-11-24,2059-10-30,"",Datum umrtia nemusi byt spravny.
m.047g0vk,Kārlis Reinholds Zariņš,1879-01-01,1963-01-01,"",""
m.04y8qrg,Warrington Phillip,1968-07-23,2068-06-28,"",Datum umrtia nemusi byt spravny.
m.05bcmhp,Helen Bonwit,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.05v8k_r,Kipp Grodecki,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.05w7j0q,Jim Crain,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.05wb0xn,Ronald Hilton,1911-01-01,2007-01-01,"",""
m.05x00tg,Kenneth R Dutton,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.05xfd91,Karl Olsson,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.05y97_q,Thomas R Hietala,1952-01-01,2051-12-07,"",Datum umrtia nemusi byt spravny.
m.05yp_1b,Charles S Hutchison,1933-01-01,2032-12-07,"",Datum umrtia nemusi byt spravny.
m.07k664v,Barbara Arbuthnott,1822-09-22,1904-08-28,"",""
m.07s9gzr,Soňa Červená,1925-09-09,2025-08-15,"",Datum umrtia nemusi byt spravny.
m.0105bytp,Arthur Salvadore,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.010g2plz,Michael Mullen,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.010q5pl3,Charli Hawkins,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.011dwc4b,F.W. Baker,1877-11-25,1977-11-01,"",Datum umrtia nemusi byt spravny.
m.011jdjt_,Marion Mayer,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.011ns69l,Jakub Vlachynsky,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.011r2fcb,Laura Solórzano,1961-01-01,2060-12-07,"",Datum umrtia nemusi byt spravny.
m.0127xc_q,Aimi,1991-12-25,2091-11-30,"",Datum umrtia nemusi byt spravny.
m.01296bmm,Larry Papadopoulos,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.012vhjvb,Daniela Crăsnaru,1950-01-01,2049-12-07,"",Datum umrtia nemusi byt spravny.
m.0130mnvd,Garry English,1935-01-07,2007-02-17,"",""
m.0134cy0d,Hans Jørgin Djurhuus,1978-11-29,2078-11-04,"",Datum umrtia nemusi byt spravny.
m.01w42ft,Zend Avesta,1970-01-01,2069-12-07,"",Datum umrtia nemusi byt spravny.
m.01wwt7t,Jazzie B,1963-01-26,2063-01-01,"",Datum umrtia nemusi byt spravny.
m.0268hyp,Bill Kunkel,1950-07-21,2011-09-04,"",""
m.026fk42,Fernando Dinarte Santos Silva,1980-10-03,2080-09-08,"",Datum umrtia nemusi byt spravny.
m.02hgxb5,Georgi Raykov,1953-01-01,2006-01-01,"",""
m.02q5jts,Sunanda Mahendra,1938-01-01,2037-12-07,"",Datum umrtia nemusi byt spravny.
m.02qh26q,Nyce,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.02qrfkp,Bülent Akın,1978-08-28,2078-08-03,"",Datum umrtia nemusi byt spravny.
m.02x46k3,Jim Meade,1914-02-28,1977-08-01,"",""
m.034qqq,Karl Hass,1912-10-05,2004-04-21,"",""
m.03f56f6,Russell Broom,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.03wdzwc,Larry Holley,1945-06-28,2045-06-03,"",Datum umrtia nemusi byt spravny.
m.03wvr3x,Henrik Madsen Jensen,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.043ksny,René Panhard,1841-05-27,1908-07-16,"",""
m.04gm5_5,Thomas Carr,1907-07-04,1997-04-23,"",""
m.04gwbx0,Joe Bergin,1981-02-17,2081-01-23,"",Datum umrtia nemusi byt spravny.
m.04jxlj,Martin Dunbar-Nasmith,1883-04-01,1965-06-29,"",""
m.04n4kyp,Kim S. Cameron,1946-01-01,2045-12-07,"",Datum umrtia nemusi byt spravny.
m.04n5h34,"Lionel Tollemache, 5th Earl of Dysart",1734-08-01,1799-02-20,"",""
m.0521bxs,Scott Lawton,1976-08-23,2076-07-29,"",Datum umrtia nemusi byt spravny.
m.052nky7,Scott Kveton,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.05vmnrc,Christian Lenz,1938-01-01,2037-12-07,"",Datum umrtia nemusi byt spravny.
m.05zrbmc,Johnny McIntyre,1898-10-19,1974-01-01,"",""
m.05zrgqq,Richard W. Tsien,1945-03-03,2045-02-06,"",Datum umrtia nemusi byt spravny.
m.06hmqj,Lloyd C. Bird,1894-08-01,1978-04-20,"",""
m.010gxv_x,Kaoru Washio,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.010v2m9l,Hüdaverdi Yavuz,1962-10-14,2062-09-19,"",Datum umrtia nemusi byt spravny.
m.011c8mgb,Hylton Mitchell,1926-09-12,2014-02-07,"",""
m.011ghyq5,Manu Lotter,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.011lndsg,Nilson Dos Santos,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.011m43mc,Dinesh Dohey,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.02733zp,Andreas Schifferer,1974-08-03,2074-07-09,"",Datum umrtia nemusi byt spravny.
m.02r5m96,Joshua Toulmin Smith,1816-05-29,1869-04-28,"",""
m.02r6v2n,Lencho Skibba,1988-02-18,2088-01-24,"",Datum umrtia nemusi byt spravny.
m.038kdx,Miguel Tejada,1974-05-25,2074-04-30,"",Datum umrtia nemusi byt spravny.
m.03c9hw,Ran Cohen,1937-06-20,2037-05-26,"",Datum umrtia nemusi byt spravny.
m.03ws_3f,Harvey N Bernstein,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.03wsqdv,Shawna Gvazdauskas,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.03wv_w0,Howard M Md Haft,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.03wvpd8,Dennis J Hickey,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.03ycbc6,Daniel Moreno,1981-09-05,2081-08-11,"",Datum umrtia nemusi byt spravny.
m.05bdfkh,la p'tite blan,2006-07-04,2106-06-10,"",Datum umrtia nemusi byt spravny.
m.05vff3t,Warren W. Allen,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.05vj_0m,Dick B.,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.05vwyjp,Gavin Lucas,1965-01-01,2064-12-07,"",Datum umrtia nemusi byt spravny.
m.05wb7nd,Janice Connell,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.06qykm,Chen Tze-chung,1958-06-24,2058-05-30,"",Datum umrtia nemusi byt spravny.
m.07l2xv,Hōjō Ujiyasu,1515-01-01,1571-10-21,"",""
m.07s4nn5,Aleksei Danilenko,1984-01-05,2083-12-11,"",Datum umrtia nemusi byt spravny.
m.0105vwqp,P. C. George,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.010bs1d9,Gina Fahlén,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.010pwjtd,Kazuo Goto,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.0110pwzb,Jo Maryman,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.011k7hjr,Elke Vankoert,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.011ktk0t,Julieta Palavicini,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.011sy1kk,Lance Lyle,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.0129ll4_,Lukas Lekavičius,1994-03-30,2094-03-05,"",Datum umrtia nemusi byt spravny.
m.012g4ymt,Tony Morain,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.012hf3zd,Myslim Peza,1897-05-01,1984-01-01,"",""
m.012hyplt,Katie Rodan M.D.,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.0130dzzg,Ron Nussey,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.0130mmcx,Albert Demuyser,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.01d8rv,Archibald Constable,1774-02-24,1827-07-21,"",""
m.01vv7gl,Malin Pettersen,1988-06-01,2088-05-07,"",Datum umrtia nemusi byt spravny.
m.02756dc,GH057ayame,1988-06-09,2088-05-15,"",Datum umrtia nemusi byt spravny.
m.02pnn1k,Sidney Grapes,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.02pv_13,Roberto Carifi,1948-01-01,2047-12-07,"",Datum umrtia nemusi byt spravny.
m.02rn1pw,Sonia Satra,1967-12-17,2067-11-22,"",Datum umrtia nemusi byt spravny.
m.02vwhcx,John D. Bernard,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.03cj0t9,Susan Orr,1960-01-01,2059-12-07,"",Datum umrtia nemusi byt spravny.
m.03h1nwz,Artur Ullrich,1957-10-10,2057-09-15,"",Datum umrtia nemusi byt spravny.
m.03wh6cf,Glen Richardson,1955-09-20,2055-08-26,"",Datum umrtia nemusi byt spravny.
m.03wsjcc,Donald Zurbay,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.04nctw,Yaşar Kemal,1923-10-06,2015-02-28,"",""
m.059wp36,Saskia Sharp,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.064pryz,"Lionel Tollemache, 8th Earl of Dysart",1794-11-18,1878-09-23,"",""
m.080g45c,Kostadin Velkov,1989-03-26,2089-03-01,"",Datum umrtia nemusi byt spravny.
g.121kwcd8,Björn Glasner,1973-05-05,2073-04-10,"",Datum umrtia nemusi byt spravny.
m.010qcqsl,Gary Jacquith,1948-01-28,2048-01-03,"",Datum umrtia nemusi byt spravny.
m.011c6_4k,Asit Basu,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.011jw766,Baek Jin-dong,1973-01-23,2072-12-29,"",Datum umrtia nemusi byt spravny.
m.011l1k9t,Mark Taylor,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.012c8lcw,Rein Ahas,1966-01-01,2065-12-07,"",Datum umrtia nemusi byt spravny.
m.02hht4l,Edgar H. Adams,1868-04-07,1940-05-05,"",""
m.02w2ct7,H. J. Fleure,1877-06-06,1969-07-01,"",""
m.03cghr1,Moon Sung-kil,1963-07-20,2063-06-25,"",Datum umrtia nemusi byt spravny.
m.03h53w7,Hari,1972-12-26,2072-12-01,"",Datum umrtia nemusi byt spravny.
m.0418623,Emre Baris,1983-11-24,2083-10-30,"",Datum umrtia nemusi byt spravny.
m.04_jgq8,Miranda Lievers,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.04b058,Ernest Vessiot,1865-03-08,1952-10-17,"",""
m.04dlps,Boris Živković,1975-11-15,2075-10-21,"",Datum umrtia nemusi byt spravny.
m.04gsbrf,David Griffin,1915-07-08,2004-03-25,"",""
m.04n57_j,Robert Schmidt,1882-04-24,1941-11-17,"",""
m.052v3n,Robert Hugh Benson,1871-11-18,1914-10-19,"",""
m.05vyhxz,Liam Mac Uistin,1938-01-01,2037-12-07,"",Datum umrtia nemusi byt spravny.
m.07gbbk,Kostas Vasileiadis,1984-03-15,2084-02-19,"",Datum umrtia nemusi byt spravny.
m.01028yg4,Jeff Eldridge,1967-01-13,2066-12-19,"",Datum umrtia nemusi byt spravny.
m.01118fnw,Carlos,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.0112n8xp,Terry Henry,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.0112wd9f,Lucky Raam,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.0113gvsb,Robertus Dixon,1647-07-17,1733-01-20,"",""
m.01146dl1,Mark Hurry,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.011n60tq,Karen Stern,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.011s6ylv,Giulio,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.012dwdr6,Clifford Woodhead,1908-08-17,1985-06-01,"",""
m.01wxd0k,Temistocle Popa,1921-06-27,2013-11-26,"",""
m.028bwg1,Vytautas Kavolis,1930-10-08,1996-06-25,"",""
m.029vlc,Carel Fabritius,1622-02-27,1654-10-12,"",""
m.02wx461,Manuel Summers,1935-03-26,1993-06-12,"",""
m.03cbnbk,Hugo Johnson,1908-02-29,1983-06-06,"",""
m.03mh_fl,Flora Buka,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.03wbybk,Ernst von der Malsburg,1786-06-23,1824-09-20,"",""
m.03wqpk7,Paul N Peiffer,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.03wwkww,Thomas J Derosa,1958-01-01,2057-12-07,"",Datum umrtia nemusi byt spravny.
m.03wx808,David E Crow,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.03wxm9j,Joseph B Leonard,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.03wxnzy,James Freedman,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.041gq2,Jade Hsu,1981-07-23,2081-06-28,"",Datum umrtia nemusi byt spravny.
m.043pg72,Clyde Kersey,1937-11-04,2037-10-10,"",Datum umrtia nemusi byt spravny.
m.045_5l,Audrey F. Manley,1934-03-25,2034-02-28,"",Datum umrtia nemusi byt spravny.
m.04b8hz,Colin Hanks,1977-11-24,2077-10-30,"",Datum umrtia nemusi byt spravny.
m.05301k5,Jakob Wilhelm Roux,1771-04-13,1830-08-22,"",""
m.05mwfs1,Raymond W. Baker,1935-10-30,2035-10-05,"",Datum umrtia nemusi byt spravny.
m.05vmtd9,Oliver Gillie,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.05xwkth,Nathan Schur,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.05yjm58,Alexander Ruff,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.010l1r5j,Gert Schilling,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.0113pl96,Dan Olds,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.011bycby,Jordan Vega,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.011dhv7s,Hojo Taro,1976-09-18,2076-08-24,"",Datum umrtia nemusi byt spravny.
m.011lymgr,Leonard Cohen,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.011stlq4,William Bartlett Dalby,1840-12-10,1918-12-29,"",""
m.0131jj3c,Imanol Murga,1958-01-01,2057-12-07,"",Datum umrtia nemusi byt spravny.
m.01pw6d1,Trond-Viggo Torgersen,1952-06-14,2052-05-20,"",Datum umrtia nemusi byt spravny.
m.01vrp5w,Jim Moginie,1956-05-18,2056-04-23,"",Datum umrtia nemusi byt spravny.
m.02rz75s,John Fletcher Darby,1803-12-10,1882-05-11,"",""
m.02z9mg9,Manuel Coppola,1982-05-11,2082-04-16,"",Datum umrtia nemusi byt spravny.
m.036jyy,"John Frederick I, Elector of Saxony",1503-06-30,1554-03-03,"",""
m.03c4dbb,Bobby Peters,1947-07-04,2047-06-09,"",Datum umrtia nemusi byt spravny.
m.03f1b2h,Mario Martignoni,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.03m839k,Henry Engelbert,1826-01-01,1901-01-01,"",""
m.03nppg7,Karl Ehrhardt,1924-11-26,2008-02-05,"",""
m.03wtb5s,Edward A Stokx,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.047l189,Edith Evans Maden,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.0497jm,Cliff Curtis,1968-07-27,2068-07-02,"",Datum umrtia nemusi byt spravny.
m.04tm_d_,Oliver Aemisegger,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.051ytty,Bruce Murray,1929-09-04,2029-08-10,"",Datum umrtia nemusi byt spravny.
m.05c1h4t,Charles Takyi,1984-11-12,2084-10-18,"",Datum umrtia nemusi byt spravny.
m.05c51b3,Paul Calvin Visser,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.05vgr7_,David Ownby,1958-01-01,2057-12-07,"",Datum umrtia nemusi byt spravny.
m.05w8z8w,Barbara Engler,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.05yj1s7,James Howard Bridge,1858-01-01,1939-01-01,"",""
m.05ynt00,John Tigges,1932-01-01,2031-12-07,"",Datum umrtia nemusi byt spravny.
m.05zq4y,Ralph Backstrom,1937-09-18,2037-08-24,"",Datum umrtia nemusi byt spravny.
m.066wm8,Jim McLaughlin,1861-02-12,1927-01-19,"",""
g.122hp8p7,Göran Sonesson,1951-01-01,2050-12-07,"",Datum umrtia nemusi byt spravny.
m.010p3nkn,Nicky Wake,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.0110ndpj,Eliseo Carvajal,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.011n4p9d,Erik Tunison,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.011x424y,Mark Cotta Vaz,1954-09-16,2054-08-22,"",Datum umrtia nemusi byt spravny.
m.01270n3f,Rachid Aftouche,1933-11-02,2033-10-08,"",Datum umrtia nemusi byt spravny.
m.012hdwfp,Claudine Bertrand,1948-07-04,2048-06-09,"",Datum umrtia nemusi byt spravny.
m.026g19k,Nathan Nata Spira,1585-01-01,1633-07-20,"",""
m.027x585,Pierre Méhaignerie,1939-05-04,2039-04-09,"",Datum umrtia nemusi byt spravny.
m.02_7rhd,Alex Naddaf,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.02l57v,Floyd Red Crow Westerman,1936-08-17,2007-12-13,"",""
m.02r2lvn,Manoa Masi,1974-08-18,2074-07-24,"",Datum umrtia nemusi byt spravny.
m.02r9ff9,Anna Brecon,1971-01-01,2070-12-07,"",Datum umrtia nemusi byt spravny.
m.03f0z2w,Stephan Scheuß,1963-04-13,2063-03-19,"",Datum umrtia nemusi byt spravny.
m.03wy066,John V Miller Jr,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.03y40k2,David R. Townsend Jr.,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.04cs7q5,David Heatley,1974-10-17,2074-09-22,"",Datum umrtia nemusi byt spravny.
m.04mzr9f,Derek Ho,1964-09-26,2064-09-01,"",Datum umrtia nemusi byt spravny.
m.05h3224,James A. Moorer,1945-01-01,2044-12-07,"",Datum umrtia nemusi byt spravny.
m.05ws6gl,Malcolm Todd,1939-11-27,2013-06-06,"",""
m.05zpffm,Josh Shipp,1986-02-14,2086-01-20,"",Datum umrtia nemusi byt spravny.
m.05zrjzn,Larry Flaherty,1882-01-01,1960-01-01,"",""
m.065396x,Warren Savage,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.06sfnvy,Otto Den  Braver,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.07vk2q,Steve Ashlee,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.010qhvx0,Belle Kearney,1863-03-06,1939-02-27,"",""
m.0110wjcb,Katherine Stevens,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.0114vl4t,Giannis Charontakis,1995-08-07,2095-07-13,"",Datum umrtia nemusi byt spravny.
m.011c53xx,Thadeus Brooks,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.011ff8ng,Adam De Micco,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.011jsfgv,Trevor Butcher,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.011q7v46,Miguel Cid,1992-05-21,2092-04-26,"",Datum umrtia nemusi byt spravny.
m.012n97jv,Noortje Tabak,1988-07-13,2088-06-18,"",Datum umrtia nemusi byt spravny.
m.012nky4c,"Peter Wallenberg, Sr.",1926-05-29,2015-01-19,"",""
m.01xxjd,Louis Pierre Manuel,1751-01-01,1793-11-17,"",""
m.026xzqg,Baby Boy da Prince,1986-01-01,2085-12-07,"",Datum umrtia nemusi byt spravny.
m.02q5z6n,Peter Le Neve,1661-01-21,1729-09-24,"",""
m.02vrpl6,William J. Lewis,1766-07-04,1828-11-01,"",""
m.02ws21,John Gibson,1740-05-23,1822-04-10,"",""
m.02wwbs1,Farooq Sattar,1959-04-09,2059-03-15,"",Datum umrtia nemusi byt spravny.
m.02y_6wk,Justin Hughes,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.03b_357,Viola Odebrecht,1983-02-11,2083-01-17,"",Datum umrtia nemusi byt spravny.
m.03bxvnh,Rod Randle,1980-08-26,2080-08-01,"",Datum umrtia nemusi byt spravny.
m.03czwh2,Henry Vincent,1813-05-10,1878-12-29,"",""
m.03wr396,Hideki Anan,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.03wxz8j,Julio S. Leon,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.04g360n,Pam Bryant,-,-,Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.04lk1d1,Billy Keys,1977-10-26,2077-10-01,"",Datum umrtia nemusi byt spravny.
